id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
608318,5,5.5,"Week day dinner,Weekend lunch,Weekend dinner",10.0,johnny english,sake,"Siblings,Friends",none,Sushi
626757,3,3.0,Weekend dinner,12.0,fast and furious tokyo drift,tea,Parents,none,Sushi
745297,5,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",11.0,karate kid,water,"Friends,Strangers",A little (mild),Sushi
627599,2,3.0,"Week day dinner,Weekend dinner,At a party",16.0,scary movie 4 2006,water,"Parents,Siblings,Friends",none,Sushi
520037,4,4.0,"Week day dinner,Weekend dinner",10.0,finding nemo,beer,"Parents,Siblings",none,Sushi
632189,1,3.0,"Week day dinner,Weekend dinner,At a party,Late night snack",2.0,jiro dreams of sushi,water,"Parents,Friends,Strangers",none,Sushi
627636,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9.0,monster house,water,"Friends,Strangers",A little (mild),Sushi
295428,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,the big short,sake,"Parents,Siblings,Friends",none,Sushi
228777,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14.0,kill bill,water,Siblings,none,Sushi
609278,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,the little mermaid,miso soup,"Parents,Friends",none,Sushi
614089,4,3.0,"Weekend dinner,At a party",25.0,lost in translation,water,"Siblings,Strangers",none,Sushi
607517,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,recep ivedik 2,sake,"Parents,Siblings",none,Sushi
714607,2,4.0,"Week day lunch,Weekend lunch",4.0,pirates of the carribeans,matcha,"Siblings,Friends",none,Sushi
716650,3,1.0,"Week day dinner,Weekend dinner",12.0,the movie that comes to mind for this food item is the big short there is one scene that is very vivid and eyeopening conversations when it comes to the fault of hedge funds during the 2008 crisis that was discussed over this food item,water,"Parents,Siblings,Friends",A little (mild),Sushi
497695,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20.0,crazy rich asians,water,"Parents,Siblings,Friends",none,Sushi
496858,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14.5,i watched the harry potter series with my friends while eating sushi so i associate sushi with harry potter,bubble tea,Friends,none,Sushi
608688,3,5.0,"Weekend lunch,Weekend dinner",15.0,jiro dreams of sushi east side sushi finding nemo,tea,Friends,A moderate amount (medium),Sushi
604386,3,3.0,"Week day dinner,Weekend dinner,At a party",30.0,jiro dreams of sushi,tea,Friends,none,Sushi
628559,5,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,spirited away,green tea,Parents,none,Sushi
715152,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25.0,any japanese movie and animes,bubble tea,"Parents,Siblings,Friends",none,Sushi
604110,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,monsters inc,juice,Parents,none,Sushi
629010,3,5.0,"Week day dinner,Weekend dinner,At a party",10.0,kill bill,water,"Parents,Friends",none,Sushi
605254,4,4.0,"Week day dinner,Weekend lunch,Weekend dinner",10.0,cloudy with a chance of meatballs,green tea,"Parents,Friends",none,Sushi
628990,4,5.0,"Weekend lunch,Weekend dinner",18.0,jirodreams of sushi,soju,Parents,none,Sushi
625295,3,9.0,"Week day dinner,Weekend dinner,At a party",10.0,spirited away,water,"Parents,Friends",none,Sushi
603415,4,7.0,"Week day dinner,Weekend lunch,Weekend dinner",11.0,spirited away,tea,"Parents,Friends",none,Sushi
635533,3,3.0,Weekend dinner,30.0,jiro dreams of sushi,wine,"Parents,Friends",none,Sushi
630389,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,jiro dreams of sushi,tea,"Parents,Siblings,Friends",none,Sushi
714901,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",30.0,bullet train,water,Friends,none,Sushi
629792,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,monsters inc,sake,"Parents,Siblings,Friends",none,Sushi
629025,5,9.0,"Week day dinner,At a party",20.0,squid game,water,Strangers,none,Sushi
524441,4,6.0,Weekend dinner,15.0,finding nemo,boba,Siblings,none,Sushi
389109,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30.0,monster inc,green tea,Friends,none,Sushi
631216,2,5.0,"Week day lunch,Week day dinner",20.0,none,water,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
738875,4,5.0,"Week day lunch,Weekend lunch,At a party",8.0,crazy rich asians,milk,"Siblings,Friends,Strangers",A little (mild),Sushi
634669,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",6.96,jiro dreams of sushi,sake,"Friends,Strangers",none,Sushi
409940,1,2.0,Weekend dinner,15.0,spirited away,miso soup,"Parents,Friends",none,Sushi
399605,1,3.0,"Weekend dinner,At a party",15.0,spirit away,tea,Friends,none,Sushi
721831,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,john wick,sake,none,none,Sushi
835223,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10.0,none,green tea,"Parents,Siblings,Friends",A little (mild),Sushi
712938,4,3.0,Weekend dinner,17.0,spirited away,calpis,Strangers,none,Sushi
395712,5,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",17.5,jiro dreams of sushi,none,Friends,A little (mild),Sushi
603388,4,3.0,"Week day dinner,Weekend lunch,Weekend dinner",20.0,jiro dreams of sushi,tea,"Parents,Siblings,Friends",none,Sushi
617774,5,10.0,"Weekend lunch,Weekend dinner",15.989999999999998,gran turismo,water,"Friends,Teachers,Strangers",none,Sushi
289440,5,2.0,"Weekend dinner,At a party",10.0,lost in translation,tea,"Parents,Friends,Strangers",none,Sushi
714503,2,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,short movie because i eat it fast,milk,"Teachers,Strangers",A little (mild),Sushi
714893,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,the breakfast club,water,"Friends,Strangers",none,Sushi
601094,5,8.0,"Weekend lunch,Weekend dinner",13.0,spirited away,tea,"Friends,Strangers",A moderate amount (medium),Sushi
618150,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12.0,none,water,"Friends,Strangers",A little (mild),Sushi
607944,3,4.0,"Week day dinner,Weekend lunch,Weekend dinner",17.5,ponyo,tea,"Parents,Siblings",none,Sushi
629844,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,samurai jack,juice,"Parents,Siblings,Friends",none,Sushi
626482,5,4.0,"Weekend dinner,At a party",20.0,kung fu panda,none,Friends,none,Sushi
609257,4,3.0,"Week day lunch,Weekend dinner,At a party",18.0,mean girls,water,"Parents,Siblings,Friends",none,Sushi
717921,2,10.0,"Week day dinner,Weekend dinner,At a party",20.0,girl's trip,water,Friends,none,Sushi
181851,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,none,water,"Parents,Siblings,Friends",none,Sushi
629041,2,4.0,"Week day lunch,At a party",14.0,my neighbor totoro,tea,Strangers,none,Sushi
604062,2,2.5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",2.0,anime i guess,green tea,"Parents,Siblings",none,Sushi
716749,2,4.0,"Week day lunch,Week day dinner,Late night snack",17.5,none,tea,"Siblings,Friends",A little (mild),Sushi
633143,4,5.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,passengers2016,water,Siblings,none,Sushi
743828,2,5.0,"Week day dinner,Weekend dinner",7.0,finding nemo,water,"Parents,Siblings,Friends",none,Sushi
520861,4,4.0,"Weekend lunch,Weekend dinner,At a party",20.0,madagascar,tea,Friends,none,Sushi
517019,5,3.0,"Week day dinner,Weekend dinner,Late night snack",7.0,spirited away,beer,"Friends,Strangers",none,Sushi
626779,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,none,none,"Parents,Siblings",none,Sushi
611716,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,bladerunner,miso soup,Friends,none,Sushi
193195,5,3.0,"Week day dinner,Weekend dinner,At a party",20.0,kill bill,water,"Parents,Siblings,Friends",A little (mild),Sushi
627530,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",14.0,none,tea,"Parents,Friends",none,Sushi
626479,5,5.0,"Weekend dinner,At a party",10.0,isle of dogs,water,"Parents,Friends",none,Sushi
624540,5,3.0,Weekend lunch,20.0,talented,korea drinkjapanese drink,Friends,none,Sushi
625315,5,4.5,"Week day dinner,Weekend dinner",17.0,the breakfast club,tea,"Siblings,Friends",none,Sushi
601941,3,4.0,"Week day dinner,Weekend lunch,Weekend dinner",15.0,crayon shinchan the movie,tea,"Parents,Friends",none,Sushi
723968,1,12.0,"Weekend lunch,Weekend dinner,At a party",15.0,ratatouille,tea,"Parents,Friends",A little (mild),Sushi
715806,3,5.0,"Week day lunch,Late night snack",13.0,dreams of sushi,water,"Parents,Siblings",none,Sushi
720045,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11.0,finding nemo,water,"Parents,Siblings,Friends",none,Sushi
713585,4,5.0,"Week day dinner,Weekend dinner,At a party",30.0,idk,sake,"Parents,Friends",none,Sushi
611188,2,4.0,"Week day lunch,Week day dinner,Weekend lunch",12.0,spirited away,tea,Friends,none,Sushi
606726,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,crazy rich asians,juice,"Parents,Friends,Strangers",none,Sushi
629142,1,3.5,"Week day lunch,Weekend dinner",14.0,i think of the movie jiro dreams of sushi,tea,Friends,none,Sushi
634825,2,3.0,Weekend dinner,12.0,none,tea,Friends,none,Sushi
613409,3,3.0,"Week day dinner,Weekend dinner,At a party,Late night snack",6.0,memoirs of a geisha,water,Parents,A little (mild),Sushi
633224,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,kung fu panda,water,"Siblings,Friends",none,Sushi
738850,4,5.0,"Week day dinner,Weekend lunch,Weekend dinner",12.0,masterchef,tea,"Parents,Friends",A little (mild),Sushi
500470,3,3.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",8.5,none,water,Friends,none,Sushi
13183,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,memoirs of a geisha,water,"Siblings,Friends",none,Sushi
627169,2,5.0,"Week day dinner,Weekend dinner,At a party,Late night snack",20.0,the wolverine,champagne,Parents,none,Sushi
229041,5,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.5,kung fu panda,tea,"Parents,Friends",none,Sushi
496344,3,3.0,"Week day dinner,Weekend lunch,At a party",4.0,bullet train,tea,"Parents,Siblings,Friends",none,Sushi
409723,3,7.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,the breakfast club,sake,"Friends,Strangers",none,Sushi
630949,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",4.0,the godfather,tea,"Siblings,Friends",none,Sushi
413014,3,6.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",9.0,a japanese anime movie such as spirited away,wine,"Parents,Friends",A moderate amount (medium),Sushi
310438,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,john wick 3,sake,Friends,none,Sushi
627430,5,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,ponyo,tea,"Siblings,Friends,Teachers",A little (mild),Sushi
526510,3,5.0,"Week day lunch,Weekend lunch",20.0,none,water,Friends,A lot (hot),Sushi
390823,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,finding nemo,tea,"Parents,Friends",none,Sushi
717116,3,5.5,"Week day dinner,Weekend dinner,Late night snack",25.0,lost in translation,sparkling water,Parents,none,Sushi
712143,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8.0,monster,sake,Friends,I will have some of this food item with my hot sauce,Sushi
612538,5,3.0,"Week day dinner,Weekend dinner,At a party",9.0,cars 2,tea,"Parents,Siblings,Friends",none,Sushi
627539,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,the last samurai,tea,Parents,none,Sushi
603812,5,2.0,"Weekend lunch,Weekend dinner",20.0,kill bill,sake,"Parents,Siblings,Friends",none,Sushi
740568,5,3.0,"Week day dinner,Weekend dinner",14.0,cars,water,Parents,none,Sushi
712702,2,3.0,"Week day dinner,Weekend dinner,Late night snack",10.0,spirited away,tea,"Parents,Friends",none,Sushi
519638,3,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,dune,water,"Parents,Siblings,Friends",none,Sushi
627800,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,suzume,tea,"Parents,Siblings,Friends",none,Sushi
406863,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,kung fu panda,bubble tea,Friends,none,Sushi
726962,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",30.0,none,coca cola,"Parents,Siblings",none,Sushi
628077,4,5.0,"Week day lunch,Week day dinner,Weekend lunch",12.0,big hero 6,water,"Parents,Siblings,Friends",none,Sushi
601693,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13.0,shark tale,water,"Parents,Siblings,Friends",none,Sushi
517096,4,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20.0,none,sake,"Friends,Strangers",A lot (hot),Sushi
606821,5,8.0,"Week day dinner,Weekend dinner",20.0,yakuza,sake,"Parents,Teachers",none,Sushi
455047,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,none,water,"Parents,Siblings,Friends",none,Sushi
625576,3,8.0,"Week day lunch,At a party",12.0,finding nemo,water,Friends,none,Sushi
747734,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.5,the godfather,pop,"Siblings,Friends",A moderate amount (medium),Pizza
517064,2,7.5,"Week day lunch,At a party",3.5,none,beer,Parents,none,Pizza
387330,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,wizards of waverly place movie,7up,Friends,A little (mild),Pizza
746750,3,6.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,for some reason home alone is the first thing that came to mind,pepsi,"Friends,Strangers",A little (mild),Pizza
629285,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,home alone,coca cola,Friends,I will have some of this food item with my hot sauce,Pizza
743488,4,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,spiderman 2,pop,"Parents,Siblings",none,Pizza
523710,2,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,home alone,coca cola,"Parents,Siblings,Friends,Teachers",none,Pizza
635179,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,avengers end game,sprite,Friends,A little (mild),Pizza
313562,1,8.0,"Weekend dinner,At a party,Late night snack",2.0,fast and furious,crush,"Siblings,Friends",A moderate amount (medium),Pizza
712670,2,3.0,"Weekend dinner,At a party,Late night snack",4.0,i think about the movie ratatouille as it took place in italy and pizza reminds me of italy,coca cola,Friends,A little (mild),Pizza
635627,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,rush hour,coca cola,"Friends,Teachers",none,Pizza
524485,4,10.0,"Week day lunch,Weekend lunch,At a party",7.5,none,coca cola,Friends,none,Pizza
632320,3,3.0,"Week day lunch,At a party",16.0,none,coca cola,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
633520,3,6.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,cloudy with a chance of meatballs,some kind of fizzy drink like crush,Teachers,A little (mild),Pizza
606905,4,7.0,"Week day lunch,At a party,Late night snack",14.99,ratatouille,pineapple fanta,Friends,A moderate amount (medium),Pizza
393424,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,spiderman 2,coca cola,"Siblings,Friends",none,Pizza
618333,2,2.0,"Week day lunch,At a party,Late night snack",10.0,grown ups,coca cola,Friends,A little (mild),Pizza
628558,2,7.0,"Weekend dinner,At a party,Late night snack",10.0,none,water,"Siblings,Friends",A little (mild),Pizza
613776,2,6.0,"Week day dinner,Weekend dinner,At a party,Late night snack",4.0,none,coca cola,Friends,none,Pizza
317214,3,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,i don't think of any movie pizza pairs well with any movie,any drink works well,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
628093,4,5.0,"Weekend lunch,At a party",22.5,five nights at freddy's,tea,"Parents,Friends",none,Pizza
411781,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,spiderman 2,coca cola,"Parents,Siblings,Friends",none,Pizza
525567,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,ratatouille,water,"Friends,Strangers",A little (mild),Pizza
634455,3,3.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,none,coca cola,Friends,A moderate amount (medium),Pizza
498848,3,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,eat pray love,beer,"Siblings,Friends",none,Pizza
638838,2,4.0,"Week day dinner,Weekend dinner,At a party",4.29,none,pepsi,Friends,none,Pizza
411253,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.0,none,tea,"Parents,Friends,Teachers",none,Pizza
410165,4,5.0,"Week day lunch,Weekend dinner,At a party,Late night snack",15.0,avengers,juice,Friends,none,Pizza
608554,3,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,star wars,pop,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
602394,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,home alone,pop,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
743623,3,2.5,"Week day lunch,Weekend lunch,At a party,Late night snack",20.0,spiderman across the spiderverse,coca cola,"Parents,Friends",A moderate amount (medium),Pizza
87783,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,home alone,coca cola,"Siblings,Friends,Teachers,Strangers",none,Pizza
